Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(l/100km),Emission,Price,car_id
Suzuki,Alto,2019,Red,Hatchback,27951,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4250.0,832
Suzuki,K10,2019,Red,Hatchback,27951,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,4250.0,832
Hyundai,i20,2021,Silver,Hatchback,25975,1st,5,Petrol,37,998,6-Speed,Automatic,118.0,172.0,4.95,BS IV,10260.0,833
Hyundai,i10,2011,Grey,Hatchback,89303,1st,5,Petrol,35,1197,5-Speed,Manual,78.9,111.8,4.91,BS III,3530.0,834
Maruti,Celerio,2015,Silver,Hatchback,24655,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4900.0,835
Suzuki,Celerio,2015,Silver,Hatchback,24655,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4900.0,835
Renault,Duster,2017,Grey,Suv,54260,2nd,5,Diesel,50,1461,5-Speed,Manual,84.0,200.0,5.03,BS V,8620.0,836
Maruti,Eeco,2017,Grey,Muv,39484,1st,5,Petrol,40,1196,5-Speed,Manual,72.42,98.0,6.21,BS IV,4250.0,837
Suzuki,Eeco,2017,Grey,Muv,39484,1st,5,Petrol,40,1196,5-Speed,Manual,72.42,98.0,6.21,BS IV,4250.0,837
Hyundai,Grand,2015,Grey,Hatchback,32754,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,5480.0,838
Hyundai,i10,2015,Grey,Hatchback,32754,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,5480.0,838
Hyundai,Grand,2014,Orange,Hatchback,66963,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4650.0,839
Hyundai,i10,2014,Orange,Hatchback,66963,1st,5,Petrol,43,1197,5-Speed,Manual,82.0,114.0,5.29,BS IV,4650.0,839
Hyundai,New,2018,Beige,Hatchback,33581,1st,5,Petrol,35,1086,5-Speed,Manual,68.07,99.07,4.93,BS IV,5050.0,840
Hyundai,Santro,2018,Beige,Hatchback,33581,1st,5,Petrol,35,1086,5-Speed,Manual,68.07,99.07,4.93,BS IV,5050.0,840
Mahindra,Scorpio,2017,White,Suv,41060,1st,7,Diesel,60,2179,5-Speed,Manual,120.0,280.0,6.49,BS IV,11660.0,841
Hyundai,Venue,2020,Blue,Suv,49130,1st,5,Petrol,45,1798,6-Speed,Manual,118.35,171.6,5.47,BS V,10990.0,842
Maruti,Alto,2021,Grey,Hatchback,4773,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4590.0,843
Maruti,800,2021,Grey,Hatchback,4773,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4590.0,843
Suzuki,Alto,2021,Grey,Hatchback,4773,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4590.0,843
Suzuki,800,2021,Grey,Hatchback,4773,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4590.0,843
Maruti,Eeco,2021,Silver,Muv,14560,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,5060.0,844
Suzuki,Eeco,2021,Silver,Muv,14560,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,5060.0,844
Renault,Duster,2013,Silver,Suv,88547,1st,5,Diesel,50,1461,5-Speed,Manual,84.0,200.0,4.89,BS III,6180.0,845
Volkswagen,Ameo,2016,Brown,Sedan,46922,2nd,5,Petrol,45,1198,5-Speed,Automatic,73.75,110.0,5.88,BS V,5440.0,846
Hyundai,i10,2012,Black,Hatchback,64378,1st,5,Petrol,35,1086,5-Speed,Manual,68.05,99.04,5.05,BS III,3340.0,847
Maruti,Baleno,2018,Blue,Hatchback,41244,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7640.0,848
Suzuki,Baleno,2018,Blue,Hatchback,41244,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7640.0,848
Maruti,Alto,2011,Black,Hatchback,60256,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2450.0,849
Maruti,K10,2011,Black,Hatchback,60256,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2450.0,849
Suzuki,Alto,2011,Black,Hatchback,60256,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2450.0,849
Suzuki,K10,2011,Black,Hatchback,60256,2nd,5,Petrol,35,998,5-Speed,Manual,67.1,90.0,4.78,BS IV,2450.0,849
Ford,Figo,2011,Green,Hatchback,84494,2nd,5,Petrol,45,1196,5-Speed,Manual,71.0,102.0,9.09,BS III,2900.0,850
Maruti,Ertiga,2018,Blue,Muv,58025,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.08,BS IV,10910.0,851
Suzuki,Ertiga,2018,Blue,Muv,58025,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.08,BS IV,10910.0,851
Hyundai,Xcent,2015,White,Sedan,89133,1st,5,Petrol,43,1197,5-Speed,Manual,81.0,114.0,5.24,BS IV,4700.0,852
Renault,Kwid,2019,White,Hatchback,60983,1st,5,Petrol,28,999,5-Speed,Manual,67.0,91.0,4.35,BS V,4300.0,853
Honda,Amaze,2014,Silver,Sedan,61881,2nd,5,Petrol,35,1198,5-Speed,Manual,86.7,109.0,5.56,BS IV,4300.0,854
Renault,Triber,2021,White,Muv,32340,1st,7,Petrol,40,999,5-Speed,Manual,71.0,96.0,5.0,BS IV,7490.0,855
Hyundai,Grand,2017,Silver,Hatchback,37237,2nd,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5290.0,856
Hyundai,i10,2017,Silver,Hatchback,37237,2nd,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5290.0,856
Maruti,Baleno,2017,Grey,Hatchback,64528,1st,5,Diesel,37,1248,5-Speed,Manual,74.0,190.0,3.65,BS V,7220.0,857
Suzuki,Baleno,2017,Grey,Hatchback,64528,1st,5,Diesel,37,1248,5-Speed,Manual,74.0,190.0,3.65,BS V,7220.0,857
Datsun,GO,2015,White,Hatchback,73892,1st,5,Petrol,35,1798,5-Speed,Manual,67.05,104.0,5.26,BS V,2790.0,858
Maruti,Baleno,2015,Grey,Hatchback,68796,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6200.0,859
Suzuki,Baleno,2015,Grey,Hatchback,68796,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6200.0,859
Mahindra,XUV500,2015,Silver,Suv,40438,1st,7,Diesel,70,2179,6-Speed,Manual,140.0,330.0,6.62,BS III,11300.0,860
Hyundai,Venue,2020,Red,Suv,12699,1st,5,Petrol,45,998,6-Speed,Manual,118.35,171.6,5.47,BS IV,10430.0,861
Maruti,Alto,2018,Grey,Hatchback,23745,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,4010.0,862
Maruti,800,2018,Grey,Hatchback,23745,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,4010.0,862
Suzuki,Alto,2018,Grey,Hatchback,23745,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,4010.0,862
Suzuki,800,2018,Grey,Hatchback,23745,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.55,BS V,4010.0,862
Maruti,Omni,2016,Silver,Muv,38717,1st,5,Petrol,36,796,4-Speed,Manual,34.0,59.0,5.95,BS V,3350.0,863
Suzuki,Omni,2016,Silver,Muv,38717,1st,5,Petrol,36,796,4-Speed,Manual,34.0,59.0,5.95,BS V,3350.0,863
Honda,WR-V,2019,Red,Suv,73732,1st,5,Diesel,40,1498,6-Speed,Manual,97.89,200.0,4.22,BS IV,9150.0,864
Renault,Kwid,2021,Red,Hatchback,16742,1st,5,Petrol,28,1298,5-Speed,Automatic,67.0,91.0,4.55,BS IV,5280.0,865
Honda,City,2017,Brown,Sedan,65581,3rd,5,Petrol,40,1497,5-Speed,Automatic,117.6,145.0,5.75,BS V,7850.0,866
Hyundai,Elite,2017,Red,Hatchback,39427,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,7000.0,867
Hyundai,i20,2017,Red,Hatchback,39427,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,7000.0,867
Maruti,Celerio,2014,White,Hatchback,52004,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4390.0,868
Suzuki,Celerio,2014,White,Hatchback,52004,1st,5,Petrol,35,998,5-Speed,Automatic,67.04,90.0,4.33,BS IV,4390.0,868
Maruti,Alto,2013,Red,Hatchback,40545,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,3190.0,869
Maruti,800,2013,Red,Hatchback,40545,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,3190.0,869
Suzuki,Alto,2013,Red,Hatchback,40545,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,3190.0,869
Suzuki,800,2013,Red,Hatchback,40545,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.4,BS III,3190.0,869
Maruti,S-Presso,2021,Grey,Hatchback,15836,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.61,BS IV,5200.0,870
Suzuki,S-Presso,2021,Grey,Hatchback,15836,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.61,BS IV,5200.0,870
Maruti,Eeco,2020,Grey,Muv,11212,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,4990.0,871
Suzuki,Eeco,2020,Grey,Muv,11212,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,4990.0,871
Hyundai,Elite,2015,White,Hatchback,52501,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6620.0,872
Hyundai,i20,2015,White,Hatchback,52501,1st,5,Petrol,45,1197,5-Speed,Manual,81.83,114.7,5.38,BS IV,6620.0,872
Renault,Kiger,2021,Red,Suv,6052,1st,5,Petrol,40,1298,5-Speed,Automatic,71.0,96.0,5.25,BS IV,9360.0,873
Maruti,Dzire,2018,Blue,Sedan,20326,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.15,BS V,7370.0,874
Suzuki,Dzire,2018,Blue,Sedan,20326,1st,5,Petrol,37,1197,5-Speed,Automatic,88.5,113.0,4.15,BS V,7370.0,874
Toyota,Etios,2011,Red,Hatchback,50009,1st,5,Petrol,45,1596,5-Speed,Automatic,79.0,104.0,5.65,BS IV,4390.0,875
Toyota,Liva,2011,Red,Hatchback,50009,1st,5,Petrol,45,1596,5-Speed,Automatic,79.0,104.0,5.65,BS IV,4390.0,875
Toyota,Etios,2011,Red,Hatchback,50009,1st,5,Petrol,45,1496,5-Speed,Manual,79.0,104.0,5.65,BS IV,4390.0,877
Toyota,Liva,2011,Red,Hatchback,50009,1st,5,Petrol,45,1496,5-Speed,Manual,79.0,104.0,5.65,BS IV,4390.0,877
Maruti,S-Presso,2021,Grey,Hatchback,15113,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5430.0,879
Suzuki,S-Presso,2021,Grey,Hatchback,15113,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,5430.0,879
Hyundai,Verna,2014,White,Sedan,50071,1st,5,Petrol,43,1591,5-Speed,Automatic,121.0,158.0,5.88,BS III,6890.0,880
Maruti,Eeco,2020,White,Muv,9832,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,4950.0,881
Suzuki,Eeco,2020,White,Muv,9832,1st,5,Petrol,40,1197,5-Speed,Manual,72.42,98.0,6.21,BS IV,4950.0,881
Ford,Freestyle,2018,Grey,Crossover,43273,1st,5,Petrol,42,1298,5-Speed,Automatic,94.93,119.0,5.41,BS IV,6170.0,882
Maruti,Ritz,2014,Silver,Hatchback,44193,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4690.0,883
Suzuki,Ritz,2014,Silver,Hatchback,44193,1st,5,Petrol,43,1197,5-Speed,Manual,85.0,113.0,5.41,BS IV,4690.0,883
Hyundai,Xcent,2017,Red,Sedan,36208,1st,5,Petrol,43,1596,4-Speed,Manual,81.86,113.75,4.97,BS V,6690.0,884
Hyundai,Xcent,2017,Red,Sedan,36208,1st,5,Petrol,43,1197,4-Speed,Manual,81.86,113.75,4.97,BS V,6690.0,886
Hyundai,i20,2017,Brown,Crossover,43613,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,7520.0,888
Hyundai,Active,2017,Brown,Crossover,43613,1st,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,7520.0,888
Honda,City,2018,Brown,Sedan,46006,1st,5,Petrol,40,1196,5-Speed,Automatic,117.6,145.0,5.56,BS V,11320.0,889
Hyundai,i20,2018,Brown,Crossover,35015,2nd,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,7600.0,890
Hyundai,Active,2018,Brown,Crossover,35015,2nd,5,Petrol,45,1197,5-Speed,Automatic,82.0,115.0,5.82,BS V,7600.0,890
Hyundai,Eon,2017,White,Hatchback,55670,1st,5,Petrol,32,1798,5-Speed,Manual,55.2,74.5,4.74,BS IV,3670.0,891
Hyundai,Grand,2018,Silver,Hatchback,38961,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5680.0,892
Hyundai,i10,2018,Silver,Hatchback,38961,1st,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5680.0,892
Hyundai,Verna,2020,Blue,Sedan,41843,1st,5,Petrol,45,1497,5-Speed,Automatic,113.0,144.0,5.43,BS IV,14480.0,893
Hyundai,Grand,2018,White,Hatchback,13846,2nd,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5790.0,894
Hyundai,i10,2018,White,Hatchback,13846,2nd,5,Petrol,43,1197,5-Speed,Automatic,81.86,113.75,5.29,BS V,5790.0,894
Maruti,Alto,2019,Orange,Hatchback,16712,2nd,5,Petrol,35,1798,5-Speed,Manual,67.1,90.0,4.18,BS V,4750.0,895
Maruti,K10,2019,Orange,Hatchback,16712,2nd,5,Petrol,35,1798,5-Speed,Manual,67.1,90.0,4.18,BS V,4750.0,895
Suzuki,Alto,2019,Orange,Hatchback,16712,2nd,5,Petrol,35,1798,5-Speed,Manual,67.1,90.0,4.18,BS V,4750.0,895
Suzuki,K10,2019,Orange,Hatchback,16712,2nd,5,Petrol,35,1798,5-Speed,Manual,67.1,90.0,4.18,BS V,4750.0,895
Ford,EcoSport,2015,Red,Suv,92474,2nd,5,Diesel,52,1498,5-Speed,Manual,89.0,204.0,4.41,BS III,6350.0,896
Maruti,Ciaz,2014,Black,Sedan,44815,1st,5,Petrol,43,1373,5-Speed,Manual,91.0,130.0,4.82,BS IV,6470.0,897
Suzuki,Ciaz,2014,Black,Sedan,44815,1st,5,Petrol,43,1373,5-Speed,Manual,91.0,130.0,4.82,BS IV,6470.0,897
Honda,City,2020,White,Sedan,13209,1st,5,Petrol,40,1498,6-Speed,Manual,119.3,145.0,5.43,BS IV,13140.0,898
Hyundai,Eon,2013,Red,Hatchback,48721,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,3260.0,899
Mahindra,Scorpio,2015,Blue,Suv,41651,1st,7,Diesel,60,2179,5-Speed,Manual,120.0,280.0,6.49,BS IV,11270.0,900
Hyundai,New,2019,Blue,Hatchback,8842,1st,5,Petrol,35,1086,5-Speed,Manual,68.07,99.07,4.93,BS IV,5650.0,901
Hyundai,Santro,2019,Blue,Hatchback,8842,1st,5,Petrol,35,1086,5-Speed,Manual,68.07,99.07,4.93,BS IV,5650.0,901
Volkswagen,Ameo,2016,Blue,Sedan,64313,1st,5,Petrol,45,1298,5-Speed,Automatic,73.75,110.0,5.88,BS V,5530.0,902
Maruti,S-Cross,2016,Brown,Suv,52220,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.23,BS V,8310.0,903
Suzuki,S-Cross,2016,Brown,Suv,52220,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.23,BS V,8310.0,903
Ford,Figo,2019,Red,Sedan,10370,1st,5,Petrol,42,1798,5-Speed,Manual,94.93,119.0,5.41,BS V,7760.0,904
Ford,Aspire,2019,Red,Sedan,10370,1st,5,Petrol,42,1798,5-Speed,Manual,94.93,119.0,5.41,BS V,7760.0,904
Honda,Amaze,2016,Brown,Sedan,60656,1st,5,Petrol,35,1198,5-Speed,Manual,86.7,109.0,5.56,BS IV,5330.0,905
Maruti,Alto,2020,Red,Hatchback,12433,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4430.0,906
Maruti,800,2020,Red,Hatchback,12433,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4430.0,906
Suzuki,Alto,2020,Red,Hatchback,12433,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4430.0,906
Suzuki,800,2020,Red,Hatchback,12433,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4430.0,906
Volkswagen,Polo,2013,Grey,Hatchback,53735,1st,5,Petrol,45,1198,5-Speed,Manual,73.9,110.0,6.07,BS IV,5240.0,907
Skoda,Superb,2014,Red,Sedan,46103,2nd,5,Petrol,60,1798,7-Speed,Automatic,158.0,250.0,7.63,BS III,12990.0,908
Maruti,Alto,2019,Red,Hatchback,2174,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4200.0,909
Maruti,800,2019,Red,Hatchback,2174,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4200.0,909
Suzuki,Alto,2019,Red,Hatchback,2174,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4200.0,909
Suzuki,800,2019,Red,Hatchback,2174,1st,5,Petrol,35,796,5-Speed,Manual,47.3,69.0,4.54,BS IV,4200.0,909
Volkswagen,Polo,2012,Silver,Hatchback,64878,1st,5,Petrol,45,1199,5-Speed,Manual,74.0,110.0,6.17,BS IV,4500.0,910
Hyundai,Creta,2017,Red,Suv,76978,1st,5,Petrol,60,1591,6-Speed,Manual,122.0,154.0,6.54,BS IV,12120.0,911
Honda,Amaze,2018,White,Sedan,33454,1st,5,Petrol,35,1199,5-Speed,Manual,88.76,110.0,5.38,BS IV,7720.0,912
Tata,Harrier,2019,White,Suv,19589,1st,5,Diesel,50,1956,6-Speed,Manual,138.0,350.0,5.88,BS IV,16990.0,913
Maruti,S-Presso,2021,Silver,Hatchback,17101,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,3.21,BS IV,6120.0,914
Maruti,S-Presso,2021,Silver,Hatchback,17101,1st,5,Cng,27,998,5-Speed,Manual,67.0,90.0,3.21,BS IV,6120.0,914
Suzuki,S-Presso,2021,Silver,Hatchback,17101,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,3.21,BS IV,6120.0,914
Suzuki,S-Presso,2021,Silver,Hatchback,17101,1st,5,Cng,27,998,5-Speed,Manual,67.0,90.0,3.21,BS IV,6120.0,914
Maruti,Ertiga,2015,Brown,Muv,51844,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.81,BS III,9110.0,915
Suzuki,Ertiga,2015,Brown,Muv,51844,1st,7,Diesel,45,1248,5-Speed,Manual,89.0,200.0,4.81,BS III,9110.0,915
Ford,EcoSport,2016,Red,Suv,91463,2nd,5,Diesel,52,1498,5-Speed,Manual,99.0,205.0,4.41,BS IV,7070.0,916
Hyundai,Creta,2017,Grey,Suv,88895,2nd,5,Diesel,60,1582,6-Speed,Manual,126.0,265.0,5.08,BS IV,10980.0,917
Chevrolet,Beat,2014,Green,Hatchback,45080,1st,5,Petrol,35,1199,5-Speed,Manual,79.0,108.0,5.38,BS IV,3350.0,918
Volkswagen,Ameo,2016,Grey,Sedan,81709,1st,5,Petrol,45,1198,5-Speed,Automatic,73.75,110.0,5.88,BS V,5450.0,919
Nissan,Micra,2015,Silver,Hatchback,48656,1st,5,Petrol,41,1198,5-Speed,Automatic,67.0,104.0,5.13,BS V,4750.0,920
Nissan,Active,2015,Silver,Hatchback,48656,1st,5,Petrol,41,1198,5-Speed,Automatic,67.0,104.0,5.13,BS V,4750.0,920
Ford,Freestyle,2019,Red,Crossover,17504,1st,5,Petrol,42,1298,5-Speed,Automatic,94.93,119.0,5.41,BS IV,6670.0,921
Tata,Nano,2013,Blue,Hatchback,33744,1st,4,Petrol,15,624,4-Speed,Manual,35.0,48.0,5.43,BS IV,1880.0,922
Hyundai,Venue,2019,Blue,Suv,18398,2nd,5,Petrol,45,998,6-Speed,Manual,118.35,171.6,5.47,BS IV,9070.0,923
Volkswagen,Ameo,2017,Brown,Sedan,41757,1st,5,Petrol,45,1198,5-Speed,Automatic,73.75,110.0,5.88,BS V,6190.0,924
Hyundai,i20,2015,Red,Crossover,41086,1st,5,Diesel,45,1396,6-Speed,Automatic,89.0,220.0,4.72,BS V,7480.0,925
Hyundai,Active,2015,Red,Crossover,41086,1st,5,Diesel,45,1396,6-Speed,Automatic,89.0,220.0,4.72,BS V,7480.0,925
Maruti,Baleno,2019,Silver,Hatchback,25418,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7310.0,926
Suzuki,Baleno,2019,Silver,Hatchback,25418,1st,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,7310.0,926
Maruti,Alto,2018,Red,Hatchback,23606,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3950.0,927
Maruti,K10,2018,Red,Hatchback,23606,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3950.0,927
Suzuki,Alto,2018,Red,Hatchback,23606,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3950.0,927
Suzuki,K10,2018,Red,Hatchback,23606,1st,5,Petrol,35,998,5-Speed,Manual,67.0,90.0,4.15,BS V,3950.0,927
Renault,Triber,2020,Red,Muv,18798,1st,7,Petrol,40,999,5-Speed,Manual,71.0,96.0,5.0,BS IV,7580.0,928
Maruti,S-Presso,2019,Orange,Hatchback,24105,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,4950.0,929
Suzuki,S-Presso,2019,Orange,Hatchback,24105,1st,5,Petrol,27,998,5-Speed,Manual,67.0,90.0,4.76,BS IV,4950.0,929
Volkswagen,Polo,2018,Silver,Hatchback,26394,1st,5,Petrol,45,999,5-Speed,Manual,75.01,95.0,5.64,BS IV,6990.0,930
Hyundai,Xcent,2017,Silver,Sedan,22538,2nd,5,Petrol,43,1596,4-Speed,Manual,81.86,113.75,4.97,BS V,6510.0,931
Hyundai,Xcent,2017,Silver,Sedan,22538,2nd,5,Petrol,43,1197,4-Speed,Manual,81.86,113.75,4.97,BS V,6510.0,933
Hyundai,Santro,2012,Red,Hatchback,34060,1st,5,Petrol,35,1086,5-Speed,Manual,62.1,96.1,5.58,BS IV,3320.0,935
Hyundai,Xing,2012,Red,Hatchback,34060,1st,5,Petrol,35,1086,5-Speed,Manual,62.1,96.1,5.58,BS IV,3320.0,935
Hyundai,i20,2011,White,Hatchback,46251,2nd,5,Petrol,45,1197,5-Speed,Manual,80.0,112.0,5.41,BS IV,3710.0,936
Ford,Freestyle,2020,Red,Crossover,6886,1st,5,Petrol,42,1298,5-Speed,Automatic,94.93,119.0,5.41,BS IV,7530.0,937
Hyundai,Venue,2020,White,Suv,26020,1st,5,Petrol,45,1798,6-Speed,Manual,118.35,171.6,5.47,BS V,11170.0,938
Hyundai,Eon,2013,White,Hatchback,33440,1st,5,Petrol,32,814,5-Speed,Manual,55.2,74.5,4.74,BS IV,3050.0,939
Ford,EcoSport,2019,Grey,Suv,11800,1st,5,Petrol,52,1496,5-Speed,Automatic,120.69,149.0,6.29,BS IV,9450.0,940
MG,Hector,2019,White,Suv,7339,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17990.0,941
Motors,Hector,2019,White,Suv,7339,1st,5,Petrol,60,1451,6-Speed,Automatic,141.0,250.0,7.16,BS IV,17990.0,941
Maruti,Baleno,2017,Orange,Hatchback,41465,2nd,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6810.0,942
Suzuki,Baleno,2017,Orange,Hatchback,41465,2nd,5,Petrol,37,1197,5-Speed,Manual,81.8,113.0,4.76,BS V,6810.0,942
Maruti,Ertiga,2013,Grey,Muv,67020,1st,7,Petrol,45,1373,5-Speed,Manual,93.7,130.0,6.24,BS III,6940.0,943
Suzuki,Ertiga,2013,Grey,Muv,67020,1st,7,Petrol,45,1373,5-Speed,Manual,93.7,130.0,6.24,BS III,6940.0,943
Maruti,Omni,2014,White,Muv,23885,1st,8,Petrol,36,796,4-Speed,Manual,34.0,59.0,5.95,BS V,3280.0,944
Suzuki,Omni,2014,White,Muv,23885,1st,8,Petrol,36,796,4-Speed,Manual,34.0,59.0,5.95,BS V,3280.0,944
Tata,Harrier,2019,Orange,Suv,62300,1st,5,Diesel,50,1956,6-Speed,Manual,138.0,350.0,5.88,BS IV,16850.0,945
Renault,Scala,2014,Black,Sedan,34080,1st,5,Diesel,41,1461,5-Speed,Manual,85.0,200.0,4.62,BS IV,6270.0,946
Ford,EcoSport,2018,White,Suv,78061,1st,5,Petrol,52,1496,6-Speed,Automatic,120.69,149.0,6.8,BS V,9350.0,947
Maruti,Vitara,2017,White,Suv,28476,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.12,BS V,9100.0,948
Maruti,Brezza,2017,White,Suv,28476,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.12,BS V,9100.0,948
Suzuki,Vitara,2017,White,Suv,28476,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.12,BS V,9100.0,948
Suzuki,Brezza,2017,White,Suv,28476,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.12,BS V,9100.0,948
Maruti,Vitara,2016,White,Suv,38729,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.12,BS V,8100.0,949
Maruti,Brezza,2016,White,Suv,38729,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.12,BS V,8100.0,949
Suzuki,Vitara,2016,White,Suv,38729,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.12,BS V,8100.0,949
Suzuki,Brezza,2016,White,Suv,38729,1st,5,Diesel,48,1248,5-Speed,Automatic,89.0,200.0,4.12,BS V,8100.0,949
Maruti,Ignis,2017,Blue,Hatchback,26203,1st,5,Petrol,32,1197,5-Speed,Automatic,81.8,113.0,4.79,BS V,6500.0,950
Suzuki,Ignis,2017,Blue,Hatchback,26203,1st,5,Petrol,32,1197,5-Speed,Automatic,81.8,113.0,4.79,BS V,6500.0,950
Tata,Nexon,2018,Red,Suv,35730,1st,5,Diesel,44,1497,6-Speed,Automatic,108.5,260.0,4.75,BS V,9540.0,951
